"id","tx","date"
71,89.18,"2023-10-25"
72,170.33,"2023-10-25"
73,997.7,"2023-10-25"
73,238.03,"2023-10-25"
75,1018.58,"2023-10-25"
77,17.43,"2023-10-25"
78,8633.28,"2023-10-25"
79,15.56,"2023-10-25"
82,533.83,"2023-10-25"
83,460.47,"2023-10-25"
84,122.8,"2023-10-25"
84,128.96,"2023-10-25"
86,243.45,"2023-10-25"
87,237.31,"2023-10-25"
87,254.35,"2023-10-25"
87,745.07,"2023-10-25"
87,251.83,"2023-10-25"
88,21.98,"2023-10-25"
88,262.64,"2023-10-25"
88,125.44,"2023-10-25"
89,370.59,"2023-10-25"
89,66.5,"2023-10-25"
92,137.34,"2023-10-25"
93,36.2,"2023-10-25"
94,35.51,"2023-10-25"
95,38.29,"2023-10-25"
97,370.69,"2023-10-25"
97,23.33,"2023-10-25"
97,1268.58,"2023-10-25"
99,83.8,"2023-10-25"
100,1153.43,"2023-10-25"
101,516.59,"2023-10-25"
102,228.27,"2023-10-25"
103,244.65,"2023-10-25"
104,84.27,"2023-10-25"
104,43.66,"2023-10-25"
104,302.54,"2023-10-25"
105,125.91,"2023-10-25"
106,163.3,"2023-10-25"
106,71.59,"2023-10-25"
107,657.8,"2023-10-25"
107,116.07,"2023-10-25"
107,219.92,"2023-10-25"
108,31.43,"2023-10-25"
109,132.7,"2023-10-25"
111,54.05,"2023-10-25"
111,231.68,"2023-10-25"
111,162.63,"2023-10-25"
114,99.1,"2023-10-25"
114,32.76,"2023-10-25"
114,83.4,"2023-10-25"
115,428.73,"2023-10-25"
115,282.85,"2023-10-25"
117,121.42,"2023-10-25"
118,122.53,"2023-10-25"
118,710.87,"2023-10-25"
118,62.08,"2023-10-25"
119,6745.27,"2023-10-25"
120,159.11,"2023-10-25"
121,586.14,"2023-10-25"
125,234.66,"2023-10-25"
126,1245.95,"2023-10-25"
126,63.65,"2023-10-25"
126,361.44,"2023-10-25"
126,154.65,"2023-10-25"
130,337.06,"2023-10-25"
131,445.31,"2023-10-25"
131,15711.65,"2023-10-25"
132,234.98,"2023-10-25"
132,105.67,"2023-10-25"
132,53.03,"2023-10-25"
133,35.83,"2023-10-25"
134,25.77,"2023-10-25"
134,28.45,"2023-10-25"
135,156.42,"2023-10-25"
136,621.13,"2023-10-25"
136,288.27,"2023-10-25"
137,22,"2023-10-25"
137,165.5,"2023-10-25"
138,820.28,"2023-10-25"
138,504.85,"2023-10-25"
139,1842.01,"2023-10-25"
139,443.32,"2023-10-25"
139,10.86,"2023-10-25"
139,553.96,"2023-10-25"
139,360.61,"2023-10-25"
140,27.26,"2023-10-25"
141,159.22,"2023-10-25"
142,81.86,"2023-10-25"
145,97.19,"2023-10-25"
145,242.6,"2023-10-25"
149,185.83,"2023-10-25"
150,79.49,"2023-10-25"
150,35.55,"2023-10-25"
151,1623.15,"2023-10-25"
151,2370.38,"2023-10-25"
152,2410.26,"2023-10-25"
153,560.36,"2023-10-25"
156,15.03,"2023-10-25"
157,182.88,"2023-10-25"
159,376.66,"2023-10-25"
161,363.34,"2023-10-25"
163,165.4,"2023-10-25"
164,656.75,"2023-10-25"
164,1310.91,"2023-10-25"
164,7776.87,"2023-10-25"
165,92.25,"2023-10-25"
166,30.26,"2023-10-25"
167,532.83,"2023-10-25"
167,577.53,"2023-10-25"
169,95.63,"2023-10-25"
171,841.13,"2023-10-25"
173,138.46,"2023-10-25"
173,45.72,"2023-10-25"
174,253.19,"2023-10-25"
174,443.42,"2023-10-25"
174,603.45,"2023-10-25"
175,228.79,"2023-10-25"
176,528.27,"2023-10-25"
177,207.43,"2023-10-25"
178,2107.34,"2023-10-25"
179,483.14,"2023-10-25"
179,146.7,"2023-10-25"
180,71.64,"2023-10-25"
181,115.86,"2023-10-25"
181,40.49,"2023-10-25"
182,222.15,"2023-10-25"
183,263.56,"2023-10-25"
185,416.48,"2023-10-25"
186,67.53,"2023-10-25"
188,54.62,"2023-10-25"
189,176.29,"2023-10-25"
189,756.83,"2023-10-25"
189,97.5,"2023-10-25"
190,84.11,"2023-10-25"
190,153.76,"2023-10-25"
193,62.45,"2023-10-25"
193,457.1,"2023-10-25"
193,122.49,"2023-10-25"
193,513.36,"2023-10-25"
194,293.04,"2023-10-25"
195,337.62,"2023-10-25"
195,34.74,"2023-10-25"
195,28.4,"2023-10-25"
196,2430.43,"2023-10-25"
197,124.47,"2023-10-25"
198,108.78,"2023-10-25"
200,138.15,"2023-10-25"
201,13386.64,"2023-10-25"
202,1001.96,"2023-10-25"
202,857.39,"2023-10-25"
202,8093.79,"2023-10-25"
202,1988.56,"2023-10-25"
203,204.21,"2023-10-25"
204,48.28,"2023-10-25"
205,335.4,"2023-10-25"
206,508.14,"2023-10-25"
206,322.6,"2023-10-25"
207,49.2,"2023-10-25"
211,708.42,"2023-10-25"
214,116.97,"2023-10-25"
216,1589,"2023-10-25"
216,403.02,"2023-10-25"
217,239.99,"2023-10-25"
218,8571.52,"2023-10-25"
219,511.52,"2023-10-25"
219,242.19,"2023-10-25"
220,69.52,"2023-10-25"
220,375.89,"2023-10-25"
220,329.11,"2023-10-25"
222,106.95,"2023-10-25"
222,143.5,"2023-10-25"
222,135.69,"2023-10-25"
223,38.85,"2023-10-25"
223,396.1,"2023-10-25"
224,303.17,"2023-10-25"
224,1897.64,"2023-10-25"
226,35.15,"2023-10-25"
227,2998.43,"2023-10-25"
228,2620.68,"2023-10-25"
229,1229.88,"2023-10-25"
229,57.77,"2023-10-25"
230,399.86,"2023-10-25"
230,124.06,"2023-10-25"
230,190.98,"2023-10-25"
231,198.83,"2023-10-25"
231,455.61,"2023-10-25"
232,53.52,"2023-10-25"
233,68.16,"2023-10-25"
236,346.33,"2023-10-25"
238,9.64,"2023-10-25"
238,131.53,"2023-10-25"
240,99.66,"2023-10-25"
240,327.76,"2023-10-25"
241,238.91,"2023-10-25"
242,40.7,"2023-10-25"
244,4988.79,"2023-10-25"
246,6160.41,"2023-10-25"
246,9026.37,"2023-10-25"
247,453.73,"2023-10-25"
248,1022.79,"2023-10-25"
248,508.41,"2023-10-25"
248,484.19,"2023-10-25"
249,46.58,"2023-10-25"
249,145.97,"2023-10-25"
249,188.62,"2023-10-25"
250,44.43,"2023-10-25"
250,142.74,"2023-10-25"
253,346.68,"2023-10-25"
255,333.44,"2023-10-25"
256,207.01,"2023-10-25"
256,691.13,"2023-10-25"
258,84.21,"2023-10-25"
259,358.65,"2023-10-25"
260,441.08,"2023-10-25"
260,41.04,"2023-10-25"
261,21.51,"2023-10-25"
261,411.56,"2023-10-25"
261,122.57,"2023-10-25"
262,12790.68,"2023-10-25"
262,1603.44,"2023-10-25"
263,160.34,"2023-10-25"
264,280.36,"2023-10-25"
264,704.58,"2023-10-25"
264,398.74,"2023-10-25"
264,27330.17,"2023-10-25"
265,111.15,"2023-10-25"
265,743.92,"2023-10-25"
266,908.23,"2023-10-25"
266,171.78,"2023-10-25"
270,191.28,"2023-10-25"
271,63.49,"2023-10-25"
271,186.2,"2023-10-25"
275,130.7,"2023-10-25"
275,88.28,"2023-10-25"
276,287.42,"2023-10-25"
276,68.8,"2023-10-25"
277,35.66,"2023-10-25"
277,380.73,"2023-10-25"
277,204.61,"2023-10-25"
278,32.62,"2023-10-25"
280,81.34,"2023-10-25"
281,354.29,"2023-10-25"
281,55.78,"2023-10-25"
283,2757.3,"2023-10-25"
286,119.93,"2023-10-25"
288,60.22,"2023-10-25"
290,267.5,"2023-10-25"
291,16.99,"2023-10-25"
294,607.46,"2023-10-25"
294,1064.38,"2023-10-25"
295,400.08,"2023-10-25"
295,402.52,"2023-10-25"
295,349.09,"2023-10-25"
296,659.75,"2023-10-25"
296,917.39,"2023-10-25"
297,1770,"2023-10-25"
297,76.36,"2023-10-25"
297,126.51,"2023-10-25"
297,80.49,"2023-10-25"
297,186.48,"2023-10-25"
300,285.53,"2023-10-25"
300,253.68,"2023-10-25"
301,123.68,"2023-10-25"
301,133.43,"2023-10-25"
303,101.6,"2023-10-25"
303,65.27,"2023-10-25"
304,73.79,"2023-10-25"
304,67.08,"2023-10-25"
305,95.33,"2023-10-25"
306,42.3,"2023-10-25"
309,718.59,"2023-10-25"
310,2249.17,"2023-10-25"
310,86.34,"2023-10-25"
311,752.11,"2023-10-25"
312,205.69,"2023-10-25"
313,155.17,"2023-10-25"
315,168.81,"2023-10-25"
316,286.93,"2023-10-25"
316,201.3,"2023-10-25"
317,68.65,"2023-10-25"
317,186.43,"2023-10-25"
319,4507.42,"2023-10-25"
320,150.34,"2023-10-25"
320,55.94,"2023-10-25"
321,32.31,"2023-10-25"
321,314.03,"2023-10-25"
322,195.23,"2023-10-25"
324,99.52,"2023-10-25"
324,225.71,"2023-10-25"
327,81.3,"2023-10-25"
327,150.16,"2023-10-25"
327,217.02,"2023-10-25"
327,21.23,"2023-10-25"
327,60.93,"2023-10-25"
327,43.49,"2023-10-25"
329,62.98,"2023-10-25"
330,5728.64,"2023-10-25"
330,3961.33,"2023-10-25"
330,2604.69,"2023-10-25"
331,135.08,"2023-10-25"
333,509.35,"2023-10-25"
333,45.95,"2023-10-25"
334,235.31,"2023-10-25"
334,83.92,"2023-10-25"
334,2173.68,"2023-10-25"
336,155.92,"2023-10-25"
337,510.54,"2023-10-25"
338,1941.02,"2023-10-25"
339,196.38,"2023-10-25"
340,120.03,"2023-10-25"
340,580.87,"2023-10-25"
340,685.58,"2023-10-25"
340,460.7,"2023-10-25"
341,324.82,"2023-10-25"
343,92.79,"2023-10-25"
345,127.31,"2023-10-25"
346,144.45,"2023-10-25"
347,192.49,"2023-10-25"
347,506.92,"2023-10-25"
347,40.08,"2023-10-25"
347,42.73,"2023-10-25"
348,1092.69,"2023-10-25"
350,37.06,"2023-10-25"
352,459.59,"2023-10-25"
352,127.16,"2023-10-25"
352,10.18,"2023-10-25"
353,124.8,"2023-10-25"
355,1411.41,"2023-10-25"
356,583.12,"2023-10-25"
356,355.61,"2023-10-25"
356,1277.51,"2023-10-25"
356,4287.79,"2023-10-25"
357,106.85,"2023-10-25"
358,3666.74,"2023-10-25"
360,2229.86,"2023-10-25"
360,155.16,"2023-10-25"
360,1305.19,"2023-10-25"
360,493,"2023-10-25"
363,216.43,"2023-10-25"
363,979.15,"2023-10-25"
363,451.23,"2023-10-25"
364,121.04,"2023-10-25"
365,41.5,"2023-10-25"
366,231.41,"2023-10-25"
366,272.78,"2023-10-25"
369,632.17,"2023-10-25"
370,660.15,"2023-10-25"
371,564.77,"2023-10-25"
371,538.35,"2023-10-25"
373,1814.57,"2023-10-25"
373,3450.67,"2023-10-25"
374,220.45,"2023-10-25"
375,877.87,"2023-10-25"
376,403.95,"2023-10-25"
376,1175.09,"2023-10-25"
376,1141.6,"2023-10-25"
377,154.06,"2023-10-25"
377,103.83,"2023-10-25"
380,83.57,"2023-10-25"
380,380.95,"2023-10-25"
380,130.74,"2023-10-25"
381,5779.39,"2023-10-25"
382,565.67,"2023-10-25"
382,195.78,"2023-10-25"
383,142.47,"2023-10-25"
384,382.51,"2023-10-25"
384,131.81,"2023-10-25"
385,265.63,"2023-10-25"
386,123.25,"2023-10-25"
386,212.28,"2023-10-25"
386,813.4,"2023-10-25"
391,480.9,"2023-10-25"
391,351.95,"2023-10-25"
391,250.57,"2023-10-25"
393,619.25,"2023-10-25"
393,3144.06,"2023-10-25"
394,524.28,"2023-10-25"
394,325.65,"2023-10-25"
396,5577.32,"2023-10-25"
400,1594.41,"2023-10-25"
400,3257.45,"2023-10-25"
400,4787.28,"2023-10-25"
400,446.69,"2023-10-25"
401,744,"2023-10-25"
401,349.95,"2023-10-25"
401,329.73,"2023-10-25"
401,175.29,"2023-10-25"
403,444.96,"2023-10-25"
403,331.26,"2023-10-25"
404,221.37,"2023-10-25"
405,1154.27,"2023-10-25"
406,438.88,"2023-10-25"
407,156.67,"2023-10-25"
410,857.85,"2023-10-25"
411,5854.51,"2023-10-25"
412,129.72,"2023-10-25"
412,86.16,"2023-10-25"
414,317.35,"2023-10-25"
417,730.95,"2023-10-25"
417,61.21,"2023-10-25"
417,123.71,"2023-10-25"
418,122.54,"2023-10-25"
419,181.93,"2023-10-25"
421,373.86,"2023-10-25"
421,557.11,"2023-10-25"
422,3569.68,"2023-10-25"
423,80.14,"2023-10-25"
424,209.13,"2023-10-25"
425,342.53,"2023-10-25"
425,85.99,"2023-10-25"
426,249.65,"2023-10-25"
427,2549.61,"2023-10-25"
428,42.89,"2023-10-25"
430,313.54,"2023-10-25"
430,141.39,"2023-10-25"
431,59.23,"2023-10-25"
431,209.76,"2023-10-25"
431,153.42,"2023-10-25"
432,61.7,"2023-10-25"
433,1280.32,"2023-10-25"
434,276.17,"2023-10-25"
434,126.35,"2023-10-25"
434,928.97,"2023-10-25"
434,734.65,"2023-10-25"
434,72.63,"2023-10-25"
436,4502.82,"2023-10-25"
438,704.4,"2023-10-25"
442,90.94,"2023-10-25"
443,864.67,"2023-10-25"
443,952.62,"2023-10-25"
445,292.55,"2023-10-25"
445,381.68,"2023-10-25"
446,60.66,"2023-10-25"
446,1077.17,"2023-10-25"
447,707.28,"2023-10-25"
447,892.95,"2023-10-25"
450,252.41,"2023-10-25"
451,1846.74,"2023-10-25"
452,1061.98,"2023-10-25"
456,71.67,"2023-10-25"
456,87.29,"2023-10-25"
457,261.59,"2023-10-25"
457,353.23,"2023-10-25"
458,2952.69,"2023-10-25"
458,43.01,"2023-10-25"
461,4255.25,"2023-10-25"
461,3390.52,"2023-10-25"
461,4196.03,"2023-10-25"
461,391.55,"2023-10-25"
462,229.17,"2023-10-25"
463,106.93,"2023-10-25"
465,26.59,"2023-10-25"
466,84.2,"2023-10-25"
468,91.55,"2023-10-25"
468,1337.49,"2023-10-25"
470,99.51,"2023-10-25"
470,495.71,"2023-10-25"
472,293.36,"2023-10-25"
472,72.29,"2023-10-25"
473,1929.1,"2023-10-25"
474,2069.55,"2023-10-25"
474,374.72,"2023-10-25"
475,332.24,"2023-10-25"
476,165.83,"2023-10-25"
477,1502.28,"2023-10-25"
477,787.49,"2023-10-25"
480,997.82,"2023-10-25"
482,57.51,"2023-10-25"
482,166.15,"2023-10-25"
483,1400.63,"2023-10-25"
484,130.01,"2023-10-25"
485,554.28,"2023-10-25"
485,97.99,"2023-10-25"
485,159.44,"2023-10-25"
488,372.47,"2023-10-25"
489,6834.74,"2023-10-25"
490,143.18,"2023-10-25"
490,169.62,"2023-10-25"
491,3601.47,"2023-10-25"
491,1652.09,"2023-10-25"
491,1672.02,"2023-10-25"
493,164.8,"2023-10-25"
494,169.6,"2023-10-25"
496,153.39,"2023-10-25"
496,270.89,"2023-10-25"
496,131.68,"2023-10-25"
496,112,"2023-10-25"
499,159.01,"2023-10-25"
499,108.28,"2023-10-25"
500,830.32,"2023-10-25"
500,61.18,"2023-10-25"
501,527.1,"2023-10-25"
502,152.41,"2023-10-25"
503,26.01,"2023-10-25"
505,87.99,"2023-10-25"
507,491.18,"2023-10-25"
508,41.25,"2023-10-25"
509,190.32,"2023-10-25"
509,48.82,"2023-10-25"
509,180.77,"2023-10-25"
510,453.1,"2023-10-25"
511,132.35,"2023-10-25"
513,492.1,"2023-10-25"
513,391.76,"2023-10-25"
514,562.43,"2023-10-25"
515,593.88,"2023-10-25"
515,425.98,"2023-10-25"
517,239.4,"2023-10-25"
518,181.02,"2023-10-25"
518,195.19,"2023-10-25"
520,1713.82,"2023-10-25"
520,484.29,"2023-10-25"
521,106.57,"2023-10-25"
522,98.66,"2023-10-25"
525,119.18,"2023-10-25"
526,133.19,"2023-10-25"
526,166.97,"2023-10-25"
527,94.6,"2023-10-25"
527,22.42,"2023-10-25"
527,1574.89,"2023-10-25"
529,76.27,"2023-10-25"
529,479.52,"2023-10-25"
529,93.04,"2023-10-25"
529,284.42,"2023-10-25"
531,155.45,"2023-10-25"
531,325.24,"2023-10-25"
531,28.06,"2023-10-25"
532,199.93,"2023-10-25"
533,130.95,"2023-10-25"
534,665.8,"2023-10-25"
534,119.38,"2023-10-25"
536,125.8,"2023-10-25"
536,29.48,"2023-10-25"
537,241.03,"2023-10-25"
538,2349.78,"2023-10-25"
538,1000.82,"2023-10-25"
539,87.45,"2023-10-25"
541,229.62,"2023-10-25"
541,48.41,"2023-10-25"
543,248.87,"2023-10-25"
543,500,"2023-10-25"
545,1180.18,"2023-10-25"
545,943.44,"2023-10-25"
546,132.71,"2023-10-25"
546,305.89,"2023-10-25"
546,52.69,"2023-10-25"
546,81.04,"2023-10-25"
548,40.3,"2023-10-25"
548,137.36,"2023-10-25"
549,445.12,"2023-10-25"
549,503.83,"2023-10-25"
549,390.81,"2023-10-25"
550,25.23,"2023-10-25"
551,52.23,"2023-10-25"
553,149.57,"2023-10-25"
554,222.34,"2023-10-25"
554,203.64,"2023-10-25"
555,87.62,"2023-10-25"
556,3117.93,"2023-10-25"
557,170.78,"2023-10-25"
558,111.03,"2023-10-25"
559,210.77,"2023-10-25"
562,416.2,"2023-10-25"
562,323.9,"2023-10-25"
562,119.39,"2023-10-25"
563,47.12,"2023-10-25"
563,363.81,"2023-10-25"
565,397.58,"2023-10-25"
566,83.45,"2023-10-25"
567,553.25,"2023-10-25"
568,104.86,"2023-10-25"
568,137.56,"2023-10-25"
569,256.47,"2023-10-25"
570,4644.53,"2023-10-25"
570,456.75,"2023-10-25"
571,405.32,"2023-10-25"
572,1090.79,"2023-10-25"
572,4648.94,"2023-10-25"
573,406,"2023-10-25"
574,162.61,"2023-10-25"
575,74.39,"2023-10-25"
575,43.2,"2023-10-25"
575,57.64,"2023-10-25"
576,1044.49,"2023-10-25"
576,485.88,"2023-10-25"
577,156.43,"2023-10-25"
579,88.8,"2023-10-25"
580,1188.81,"2023-10-25"
581,479.44,"2023-10-25"
581,265.38,"2023-10-25"
582,92.92,"2023-10-25"
582,1220.63,"2023-10-25"
583,855.77,"2023-10-25"
583,1089.87,"2023-10-25"
584,25.39,"2023-10-25"
585,459.41,"2023-10-25"
585,145.56,"2023-10-25"
588,56.27,"2023-10-25"
589,176.16,"2023-10-25"
589,521.34,"2023-10-25"
589,192.64,"2023-10-25"
589,240.46,"2023-10-25"
590,439.92,"2023-10-25"
591,441.02,"2023-10-25"
593,145.84,"2023-10-25"
593,373.18,"2023-10-25"
593,46.37,"2023-10-25"
593,619.57,"2023-10-25"
596,52.12,"2023-10-25"
596,200.38,"2023-10-25"
597,193.52,"2023-10-25"
599,838.43,"2023-10-25"
599,1885.94,"2023-10-25"
599,1253.36,"2023-10-25"
602,399.91,"2023-10-25"
606,41.92,"2023-10-25"
606,589.16,"2023-10-25"
608,118.1,"2023-10-25"
608,72.43,"2023-10-25"
610,53.51,"2023-10-25"
611,467.38,"2023-10-25"
614,35.16,"2023-10-25"
614,187.99,"2023-10-25"
614,90.22,"2023-10-25"
614,75.94,"2023-10-25"
615,169.4,"2023-10-25"
616,158.57,"2023-10-25"
616,103.38,"2023-10-25"
617,74.88,"2023-10-25"
617,327.87,"2023-10-25"
618,302.48,"2023-10-25"
618,812.17,"2023-10-25"
619,56.87,"2023-10-25"
619,55.77,"2023-10-25"
619,67.64,"2023-10-25"
619,48.52,"2023-10-25"
621,1105.9,"2023-10-25"
621,12.36,"2023-10-25"
622,41.5,"2023-10-25"
622,79.69,"2023-10-25"
623,147.45,"2023-10-25"
623,161.61,"2023-10-25"
624,461.42,"2023-10-25"
626,5100.48,"2023-10-25"
628,54.22,"2023-10-25"
628,192.41,"2023-10-25"
629,28.13,"2023-10-25"
630,810.27,"2023-10-25"
631,65.13,"2023-10-25"
631,243.61,"2023-10-25"
632,55.74,"2023-10-25"
632,153.32,"2023-10-25"
633,1290.81,"2023-10-25"
634,429.92,"2023-10-25"
634,1837.18,"2023-10-25"
637,4293.81,"2023-10-25"
637,165.57,"2023-10-25"
637,107,"2023-10-25"
638,121.18,"2023-10-25"
638,141.46,"2023-10-25"
639,212.24,"2023-10-25"
639,74.98,"2023-10-25"
640,722.5,"2023-10-25"
641,2091.86,"2023-10-25"
642,426.05,"2023-10-25"
642,675.05,"2023-10-25"
643,56.13,"2023-10-25"
643,65.37,"2023-10-25"
644,1837.64,"2023-10-25"
646,867.75,"2023-10-25"
647,258.46,"2023-10-25"
647,144.58,"2023-10-25"
649,2739.98,"2023-10-25"
650,38.94,"2023-10-25"
651,2246.53,"2023-10-25"
651,175.71,"2023-10-25"
652,162.87,"2023-10-25"
652,265.55,"2023-10-25"
652,74.92,"2023-10-25"
653,799.93,"2023-10-25"
654,1396.28,"2023-10-25"
655,34.88,"2023-10-25"
655,831.85,"2023-10-25"
656,211.51,"2023-10-25"
656,117.63,"2023-10-25"
657,2988.09,"2023-10-25"
657,414.54,"2023-10-25"
657,1449.63,"2023-10-25"
659,244.42,"2023-10-25"
660,66.12,"2023-10-25"
661,124.85,"2023-10-25"
661,94.31,"2023-10-25"
662,315.2,"2023-10-25"
662,672.42,"2023-10-25"
664,189.59,"2023-10-25"
664,73.33,"2023-10-25"
667,155.4,"2023-10-25"
667,61.1,"2023-10-25"
667,61.21,"2023-10-25"
669,14.49,"2023-10-25"
672,123.17,"2023-10-25"
675,2202.51,"2023-10-25"
676,197.45,"2023-10-25"
677,53.73,"2023-10-25"
677,95.98,"2023-10-25"
679,479.76,"2023-10-25"
680,2414.7,"2023-10-25"
681,294.73,"2023-10-25"
681,124.64,"2023-10-25"
682,183.88,"2023-10-25"
682,63.61,"2023-10-25"
683,161.94,"2023-10-25"
683,233.43,"2023-10-25"
684,162.67,"2023-10-25"
684,190.86,"2023-10-25"
685,102.58,"2023-10-25"
685,1512.84,"2023-10-25"
685,818.94,"2023-10-25"
686,44.9,"2023-10-25"
687,877.7,"2023-10-25"
689,192.96,"2023-10-25"
692,79.23,"2023-10-25"
692,210.42,"2023-10-25"
693,63.46,"2023-10-25"
696,161.83,"2023-10-25"
696,2928.83,"2023-10-25"
699,374.78,"2023-10-25"
701,32.1,"2023-10-25"
701,122.81,"2023-10-25"
704,189.38,"2023-10-25"
704,122.14,"2023-10-25"
706,531.45,"2023-10-25"
707,11996.22,"2023-10-25"
708,86.61,"2023-10-25"
710,426.68,"2023-10-25"
711,606.22,"2023-10-25"
711,297.41,"2023-10-25"
712,257.54,"2023-10-25"
713,554.04,"2023-10-25"
714,183.58,"2023-10-25"
714,22.5,"2023-10-25"
715,354.23,"2023-10-25"
716,55.72,"2023-10-25"
719,93.04,"2023-10-25"
719,135.06,"2023-10-25"
719,20.56,"2023-10-25"
719,142.83,"2023-10-25"
719,416.69,"2023-10-25"
721,82.47,"2023-10-25"
722,34.17,"2023-10-25"
723,132.7,"2023-10-25"
723,101.14,"2023-10-25"
724,206.96,"2023-10-25"
724,81.46,"2023-10-25"
725,81.36,"2023-10-25"
726,241.32,"2023-10-25"
726,277.07,"2023-10-25"
727,555.99,"2023-10-25"
727,513.44,"2023-10-25"
728,86.95,"2023-10-25"
729,385.16,"2023-10-25"
729,41.4,"2023-10-25"
731,2273.33,"2023-10-25"
732,191.35,"2023-10-25"
732,2092.42,"2023-10-25"
732,477.2,"2023-10-25"
733,139.84,"2023-10-25"
734,292.77,"2023-10-25"
734,49.67,"2023-10-25"
734,546.29,"2023-10-25"
736,526.11,"2023-10-25"
737,235.95,"2023-10-25"
737,51.99,"2023-10-25"
738,272.08,"2023-10-25"
738,267,"2023-10-25"
738,768.52,"2023-10-25"
738,1079.27,"2023-10-25"
741,1913.81,"2023-10-25"
741,2979.28,"2023-10-25"
741,800.51,"2023-10-25"
741,4043.3,"2023-10-25"
741,928.86,"2023-10-25"
744,40.19,"2023-10-25"
746,306.27,"2023-10-25"
747,1133.06,"2023-10-25"
747,730.44,"2023-10-25"
747,1060.92,"2023-10-25"
747,2712.97,"2023-10-25"
749,312.53,"2023-10-25"
749,1193.71,"2023-10-25"
749,250.63,"2023-10-25"
750,685.58,"2023-10-25"
750,145.45,"2023-10-25"
750,136,"2023-10-25"
751,439.64,"2023-10-25"
755,295.98,"2023-10-25"
756,5063.04,"2023-10-25"
757,312.72,"2023-10-25"
758,441.24,"2023-10-25"
758,319.18,"2023-10-25"
761,109.03,"2023-10-25"
763,634.31,"2023-10-25"
764,57.41,"2023-10-25"
765,476.26,"2023-10-25"
768,485.26,"2023-10-25"
769,424.71,"2023-10-25"
770,206.59,"2023-10-25"
770,239.33,"2023-10-25"
771,7710.22,"2023-10-25"
771,522.51,"2023-10-25"
772,451.27,"2023-10-25"
772,80.27,"2023-10-25"
773,178.21,"2023-10-25"
774,133.82,"2023-10-25"
774,1054.94,"2023-10-25"
776,1018.56,"2023-10-25"
778,1275.47,"2023-10-25"
779,199.35,"2023-10-25"
780,173.71,"2023-10-25"
780,40.34,"2023-10-25"
782,35.27,"2023-10-25"
782,157.58,"2023-10-25"
784,124.66,"2023-10-25"
785,73.72,"2023-10-25"
785,62.45,"2023-10-25"
786,148.8,"2023-10-25"
790,930.56,"2023-10-25"
790,110.06,"2023-10-25"
790,482.67,"2023-10-25"
791,134.55,"2023-10-25"
791,234.6,"2023-10-25"
791,1513.57,"2023-10-25"
792,207.48,"2023-10-25"
794,89.23,"2023-10-25"
795,29.31,"2023-10-25"
795,96.66,"2023-10-25"
796,505.05,"2023-10-25"
799,781.01,"2023-10-25"
801,386.9,"2023-10-25"
802,122.9,"2023-10-25"
806,40.98,"2023-10-25"
806,25.01,"2023-10-25"
806,60.66,"2023-10-25"
807,164.04,"2023-10-25"
